dt, Acceleration, Pressure, Their Altitude, Our Altitude
0.09,0.53,71375,2858.98,2615.243013
0.1,-0.53,71374,2859.09,2180.097225
0.1,1.59,71394,2856.87,1743.765979
0.03,1.59,71394,2856.87,2671.81796
0.07,-0.53,71423,2853.67,2714.600154
0.1,0.53,71455,2850.14,2249.073984
0.1,2.12,71464,2849.14,1808.510951
0.05,2.12,71464,2849.14,2360.989108
0.05,3.18,71483,2847.04,2820.046715
0.1,1.59,71505,2844.61,2320.954679
0.1,2.12,71527,2842.19,1877.230645
0.07,2.12,71527,2842.19,2041.035431
0.03,1.59,71560,2838.54,2929.764366
0.1,1.59,71579,2836.45,2395.654424
0.1,0.53,71564,2838.1,1949.163625
0.09,0.53,71564,2838.1,1711.699702
0.01,2.65,71622,2831.71,3043.886663
0.1,1.06,71603,2833.8,2474.259104
0.1,3.18,71621,2831.82,2025.862499
0.1,2.65,71660,2827.52,1572.470617
0.01,2.65,71660,2827.52,2946.114986
0.09,2.65,71678,2825.54,2565.315147
0.1,4.77,71702,2822.89,2101.106831
0.1,2.12,71719,2821.02,1635.000329
0.03,2.12,71719,2821.02,2625.264817
0.07,2.12,71723,2820.58,2671.1841
0.1,3.18,71773,2815.07,2174.487111
0.1,2.65,71767,2815.74,1704.375523
0.05,2.65,71767,2815.74,2294.036249
0.05,2.12,71782,2814.08,2783.795635
0.1,2.12,71802,2811.88,2251.546873
0.1,4.77,71815,2810.45,1778.488481
0.07,4.77,71815,2810.45,1953.633805
0.03,1.59,71838,2807.92,2902.127264
0.1,0.53,71860,2805.5,2332.425837
0.1,4.24,71852,2806.38,1856.589282
0.09,4.24,71852,2806.38,1603.437106
0.01,3.71,71895,2801.66,3025.175313
0.1,2.12,71908,2800.23,2417.359636
0.1,0.53,71922,2798.69,1938.500098
0.1,0,71937,2797.04,1454.941326
0.01,0,71937,2797.04,2920.645319
0.09,2.65,71955,2795.07,2514.741973
0.1,1.06,71978,2792.54,2019.185961
0.1,2.65,71983,2791.99,1522.638433
0.03,2.65,71983,2791.99,2579.446357
0.07,1.06,72018,2788.15,2628.406152
0.1,1.06,71999,2790.23,2099.024872
0.1,2.65,72042,2785.52,1597.721888
0.05,2.65,72042,2785.52,2226.967942
0.05,1.59,72057,2783.87,2749.692053
0.1,1.59,72090,2780.25,2181.739619
0.1,1.06,72114,2777.62,1676.497708
0.07,1.06,72114,2777.62,1863.151291
0.03,1.06,72114,2777.62,2875.540183
0.1,0.53,72141,2774.66,2267.806874
0.1,2.12,72143,2774.44,1759.894576
0.09,2.12,72143,2774.44,1489.732247
0.01,2.65,72171,2771.37,3006.994879
0.1,2.65,72188,2769.51,2358.738849
0.1,2.65,72200,2768.19,1848.182309
0.1,2.12,72233,2764.58,1332.325035
0.01,2.12,72233,2764.58,2896.38062
0.09,1.06,72257,2761.95,2462.908714
0.1,0.53,72274,2760.09,1934.287813
0.1,1.59,72275,2759.98,1404.341589
0.03,1.59,72275,2759.98,2532.049408
0.07,2.65,72304,2756.81,2584.636327
0.1,2.12,72329,2754.08,2019.397481
0.1,1.59,72337,2753.2,1484.466643
0.05,1.59,72337,2753.2,2155.927523
0.05,1.59,72333,2753.64,2714.029838
0.1,1.06,72361,2750.58,2108.305561
0.1,1.59,72399,2746.42,1569.504593
0.07,1.59,72399,2746.42,1768.823062
0.03,2.12,72382,2748.28,2849.502834
0.1,2.12,72424,2743.69,2201.3011
0.1,0.53,72434,2742.6,1659.154848
0.09,0.53,72434,2742.6,1370.913675
0.01,4.77,72455,2740.31,2990.21279
0.1,1.59,72466,2739.1,2298.456067
0.1,1.59,72507,2734.63,1753.612157
0.1,1.06,72509,2734.41,1203.328476
0.01,1.06,72509,2734.41,2872.378999
0.09,2.65,72529,2732.23,2410.358135
0.1,2.65,72547,2730.26,1846.69241
0.1,2.65,72580,2726.66,1281.138001
0.03,2.65,72580,2726.66,2484.310852
0.07,3.18,72578,2726.88,2540.655569
0.1,2.65,72626,2721.65,1937.590791
0.1,4.24,72625,2721.76,1367.172209
0.05,4.24,72625,2721.76,2083.759996
0.05,2.65,72662,2717.72,2678.81166
0.1,2.65,72671,2716.74,2032.530866
0.1,1.59,72693,2714.35,1457.616853
0.07,1.59,72693,2714.35,1670.393142
0.03,3.18,72693,2714.35,2823.331764
0.1,4.24,72714,2712.06,2132.036471
0.1,2.12,72729,2710.43,1553.707108
0.09,2.12,72729,2710.43,1246.338127
0.01,3.18,72743,2708.9,2973.845696
0.1,2.12,72784,2704.44,2235.803851
0.1,1.06,72773,2705.64,1654.723351
0.1,2.65,72826,2699.87,1067.701535
0.01,2.65,72826,2699.87,2848.269458
0.09,2.65,72832,2699.22,2355.318193
0.1,3.18,72839,2698.46,1754.119313
0.1,5.3,72877,2694.32,1151.045019
0.03,5.3,72877,2694.32,2434.918237
0.07,3.71,72865,2695.63,2495.152129
0.1,3.71,72899,2691.93,1852.194019
0.1,1.06,72905,2691.28,1243.380619
0.05,1.06,72905,2691.28,2008.059853
0.05,0.53,72926,2689,2643.18299
0.1,2.65,72967,2684.55,1953.794125
0.1,1.59,72970,2684.22,1340.616166
0.07,1.59,72970,2684.22,1567.904416
0.03,1.06,72980,2683.14,2797.827246
0.1,2.12,73006,2680.31,2060.260083
0.1,0,73030,2677.71,1443.038336
0.09,0,73030,2677.71,1114.980617
0.01,0,73036,2677.06,2957.966755
0.1,2.65,73065,2673.91,2171.043638
0.1,2.65,73093,2670.87,1550.904759
0.1,1.06,73103,2669.79,924.738024
0.01,1.06,73103,2669.79,2824.764419
0.09,2.65,73107,2669.36,2299.172921
0.1,2.65,73137,2666.1,1657.688406
0.1,2.65,73144,2665.34,1014.418403
0.03,2.65,73144,2665.34,2384.479497
0.07,2.12,73172,2662.31,2448.564636
0.1,3.18,73202,2659.06,1762.563609
0.1,3.18,73220,2657.11,1113.110348
0.05,3.18,73220,2657.11,1928.922077
0.05,1.59,73224,2656.68,2606.705892
0.1,1.06,73247,2654.19,1871.257783
0.1,1.59,73269,2651.81,1217.248497
0.07,1.59,73269,2651.81,1459.728178
0.03,0,73291,2649.43,2771.839988
0.1,1.59,73296,2648.88,1985.08872
0.1,1.06,73317,2646.61,1326.930109
0.09,1.06,73317,2646.61,977.156203
0.01,0,73332,2644.99,2943.540622
0.1,1.06,73364,2641.53,2103.847626
0.1,3.18,73375,2640.34,1442.644851
0.1,3.18,73373,2640.56,775.098719
0.01,3.18,73373,2640.56,2802.731334
0.09,1.59,73408,2636.77,2241.698717
0.1,1.06,73422,2635.26,1557.412493
0.1,0.53,73442,2633.1,870.91025
0.03,0.53,73442,2633.1,2332.577314
0.07,1.59,73448,2632.45,2401.27062
0.1,0,73489,2628.02,1669.184752
0.1,-0.53,73478,2629.21,976.616144
0.05,-0.53,73478,2629.21,1847.239853
0.05,0.53,73504,2626.4,2570.685054
0.1,-1.06,73527,2623.92,1785.974072
0.1,1.59,73548,2621.66,1088.602032
0.07,1.59,73548,2621.66,1347.424875
0.03,2.65,73559,2620.47,2748.046134
0.1,1.06,73582,2617.99,1908.443491
0.1,-0.53,73586,2617.56,1206.540926
0.09,-0.53,73586,2617.56,833.46458
0.01,0.53,73615,2614.43,2931.711483
0.1,1.06,73632,2612.6,2036.010534
0.1,4.24,73661,2609.47,1330.788626
0.1,0,73687,2606.67,617.85239
0.01,0,73687,2606.67,2780.890892
0.09,1.06,73707,2604.52,2182.324865
0.1,0.53,73720,2603.12,1452.243551
0.1,2.12,73728,2602.25,720.200478
0.03,2.12,73728,2602.25,2279.87895
0.07,1.06,73733,2601.72,2353.229159
0.1,1.06,73763,2598.49,1572.634908
0.1,2.12,73810,2593.43,833.501159
0.05,2.12,73810,2593.43,1762.168051
0.05,3.18,73800,2594.5,2534.253987
0.1,2.12,73847,2589.45,1697.07606
0.1,2.12,73859,2588.16,952.859528
0.07,2.12,73859,2588.16,1229.026048
0.03,1.59,73875,2586.44,2723.013609
0.1,2.65,73866,2587.4,1827.816496
0.1,0.53,73912,2582.46,1078.662553
0.09,0.53,73912,2582.46,680.571557
0.01,1.06,73916,2582.03,2919.231848
0.1,5.83,73937,2579.77,1964.205552
0.1,1.59,73939,2579.56,1211.517028
0.1,4.77,73973,2575.91,452.076413
0.01,4.77,73973,2575.91,2759.882591
0.09,4.24,73998,2573.22,2121.763736
0.1,0,73994,2573.65,1342.861328
0.1,2.12,74031,2569.68,561.970275
0.03,2.12,74031,2569.68,2225.76151
0.07,2.65,74076,2564.85,2303.749738
0.1,0.53,74071,2565.39,1470.723205
0.1,0,74092,2563.13,682.354033
0.05,0,74092,2563.13,1673.241939
0.05,0,74108,2561.42,2496.668672
0.1,1.06,74114,2560.78,1604.044575
0.1,2.12,74160,2555.84,810.097317
0.07,2.12,74160,2555.84,1104.811167
0.03,3.18,74159,2555.95,2699.125264
0.1,1.59,74182,2553.49,1743.696488
0.1,3.18,74219,2549.52,944.899496
0.09,3.18,74219,2549.52,520.202012
0.01,3.18,74221,2549.31,2908.746237
0.1,3.71,74245,2546.74,1889.454186
0.1,1.59,74265,2544.6,1086.479204
0.1,3.71,74284,2542.56,275.989519
0.01,3.71,74284,2542.56,2738.163436
0.09,3.18,74294,2541.49,2057.436002
0.1,4.24,74305,2540.32,1227.038946
0.1,2.12,74351,2535.39,393.501043
0.03,2.12,74351,2535.39,2168.675192
0.07,2.65,74341,2536.46,2252.330656
0.1,0.53,74369,2533.47,1363.858088
0.1,0.53,74370,2533.36,523.187487
0.05,0.53,74370,2533.36,1580.695773
0.05,2.12,74393,2530.9,2459.591083
0.1,1.06,74412,2528.87,1507.233287
0.1,4.24,74434,2526.52,660.880199
0.07,4.24,74434,2526.52,975.616046
0.03,1.06,74466,2523.1,2676.073633
0.1,0.53,74477,2521.93,1656.929205
0.1,1.06,74485,2521.07,804.905094
0.09,1.06,74485,2521.07,352.150324
0.01,1.59,74513,2518.08,2900.257764
0.1,2.12,74552,2513.92,1812.67762
0.1,3.18,74566,2512.43,956.308873
0.1,3.18,74574,2511.57,91.58638
0.01,3.18,74574,2511.57,2718.518582
0.09,-0.53,74590,2509.87,1991.925253
0.1,0,74603,2508.48,1105.922177
0.1,2.12,74628,2505.81,217.170382
0.03,2.12,74628,2505.81,2111.241202
0.07,0.53,74652,2503.25,2200.211439
0.1,1.06,74669,2501.44,1252.616614
0.1,2.65,74685,2499.74,355.770451
0.05,2.65,74685,2499.74,1484.007194
0.05,2.65,74700,2498.14,2421.593988
0.1,3.71,74742,2493.66,1405.652208
0.1,2.65,74747,2493.13,502.315647
0.07,2.65,74747,2493.13,838.12792
0.03,1.59,74764,2491.32,2652.470772
0.1,1.06,74793,2488.23,1565.219692
0.1,0.53,74822,2485.15,655.914857
0.09,0.53,74822,2485.15,172.670941
0.01,2.12,74805,2486.96,2891.489424
0.1,3.71,74854,2481.74,1731.544756
0.1,5.3,74854,2481.74,818.417222
0.1,1.06,74883,2478.66,-104.360145
0.01,1.06,74883,2478.66,2698.182116
0.09,4.77,74909,2475.89,1923.615479
0.1,4.24,74903,2476.53,978.65474
0.1,1.59,74940,2472.6,30.401414
0.03,1.59,74940,2472.6,2051.053758
0.07,2.12,74949,2471.64,2146.335503
0.1,0.53,74966,2469.84,1135.454614
0.1,2.65,74997,2466.54,178.795947
0.05,2.65,74997,2466.54,1382.35464
0.05,1.59,74996,2466.65,2382.696872
0.1,2.12,75034,2462.62,1299.016494
0.1,1.59,75051,2460.81,335.412989
0.07,1.59,75051,2460.81,693.680104
0.03,2.12,75060,2459.86,2629.57125
0.1,4.24,75103,2455.29,1470.003386
0.1,4.24,75098,2455.82,500.6131
0.09,4.24,75098,2455.82,-14.305389
0.01,0.53,75142,2451.16,2885.333146
0.1,1.59,75146,2450.73,1648.098592
0.1,3.18,75155,2449.78,673.839439
0.1,3.18,75195,2445.54,-310.196138
0.01,3.18,75195,2445.54,2679.506263
0.09,2.65,75190,2446.07,1853.293065
0.1,2.65,75214,2443.52,845.159824
0.1,2.12,75257,2438.97,-166.394489
0.03,2.12,75257,2438.97,1989.191779
0.07,3.71,75256,2439.07,2091.077646
0.1,2.12,75289,2435.58,1012.636928
0.1,2.12,75299,2434.52,-7.883402
0.05,2.12,75299,2434.52,1276.21158
0.05,0,75311,2433.25,2343.179632
0.1,1.06,75333,2430.92,1187.312927
0.1,0.53,75329,2431.35,159.674707
0.07,0.53,75329,2431.35,542.222717
0.03,0,75360,2428.07,2607.344661
0.1,2.12,75372,2426.8,1370.713326
0.1,1.06,75388,2425.1,336.518527
0.09,1.06,75388,2425.1,-212.740883
0.01,2.65,75433,2420.35,2881.211933
0.1,3.18,75422,2421.51,1561.652157
0.1,4.77,75464,2417.07,522.470475
0.1,1.06,75477,2415.7,-527.347345
0.01,1.06,75477,2415.7,2662.301575
0.09,3.18,75508,2412.42,1780.828046
0.1,0,75513,2411.89,705.134918
0.1,1.06,75534,2409.68,-373.504029
0.03,1.06,75534,2409.68,1926.237263
0.07,1.59,75532,2409.89,2035.126476
0.1,2.65,75570,2405.87,885.080969
0.1,1.59,75590,2403.76,-203.603021
0.05,1.59,75590,2403.76,1166.425134
0.05,1.06,75602,2402.5,2304.89533
0.1,3.71,75620,2400.6,1072.224335
0.1,0,75657,2396.7,-24.555162
0.07,0,75657,2396.7,383.333026
0.03,0.53,75673,2395.01,2586.342839
0.1,2.12,75678,2394.48,1267.128016
0.1,0.53,75687,2393.53,163.941145
0.09,0.53,75687,2393.53,-421.921523
0.01,1.59,75720,2390.05,2878.828084
0.1,1.59,75747,2387.21,1470.83945
0.1,1.06,75769,2384.89,362.01606
0.1,2.12,75780,2383.73,-757.436018
0.01,2.12,75780,2383.73,2645.285648
0.09,1.59,75804,2381.21,1705.016067
0.1,2.65,75798,2381.84,558.174023
0.1,2.12,75817,2379.84,-592.322495
0.03,2.12,75817,2379.84,1861.461961
0.07,3.18,75854,2375.94,1977.472204
0.1,2.65,75867,2374.57,750.704612
0.1,2.65,75893,2371.84,-410.486672
0.05,2.65,75893,2371.84,1051.094804
0.05,2.12,75914,2369.63,2265.625983
0.1,0,75935,2367.42,950.089794
0.1,2.65,75946,2366.27,-219.060842
0.07,2.65,75946,2366.27,216.20258
0.03,4.24,75955,2365.32,2567.025694
0.1,1.59,75972,2363.53,1159.4788
0.1,-1.59,76001,2360.49,-17.500124
0.09,-1.59,76001,2360.49,-642.780876
0.01,2.65,76021,2358.38,2878.705201
0.1,2.65,76060,2354.29,1376.625933
0.1,1.59,76071,2353.13,193.949927
0.1,1.59,76076,2352.61,-1000.196692
0.01,1.59,76076,2352.61,2629.862894
0.09,1.06,76091,2351.03,1627.007833
0.1,1.59,76115,2348.51,403.408669
0.1,3.71,76118,2348.2,-823.572625
0.03,3.71,76118,2348.2,1794.134282
0.07,2.12,76169,2342.85,1917.682246
0.1,3.18,76155,2344.32,609.415591
0.1,2.12,76198,2339.81,-629.391138
0.05,2.12,76198,2339.81,929.861971
0.05,3.18,76208,2338.76,2225.765369
0.1,2.12,76246,2334.78,822.577077
0.1,4.77,76246,2334.78,-424.405885
0.07,4.77,76246,2334.78,40.144577
0.03,1.06,76277,2331.53,2547.253165
0.1,1.06,76293,2329.85,1045.878735
0.1,3.18,76294,2329.75,-209.036889
0.09,3.18,76294,2329.75,-875.606496
0.01,2.65,76305,2328.6,2880.959148
0.1,-0.53,76335,2325.45,1278.751065
0.1,-1.59,76342,2324.72,17.336011
0.1,1.59,76377,2321.06,-1256.347645
0.01,1.59,76377,2321.06,2615.972263
0.09,1.59,76402,2318.44,1546.221546
0.1,2.65,76406,2318.02,241.174213
0.1,2.65,76435,2314.99,-1068.000436
0.03,2.65,76435,2314.99,1724.305689
0.07,0.53,76467,2311.64,1856.103402
0.1,2.65,76475,2310.81,460.438466
0.1,2.12,76472,2311.12,-860.625211
0.05,2.12,76472,2311.12,803.115911
0.05,1.59,76514,2306.73,2185.350542
0.1,1.06,76522,2305.9,688.892879
0.1,3.71,76548,2303.18,-641.393309
0.07,3.71,76548,2303.18,-145.809706
0.03,4.24,76554,2302.55,2529.402656
0.1,4.24,76597,2298.06,927.938337
0.1,1.59,76601,2297.64,-411.017896
0.09,1.59,76601,2297.64,-1122.110612
0.01,4.24,76619,2295.76,2885.297872
0.1,1.59,76649,2292.63,1176.22517
0.1,2.65,76672,2290.23,-169.219242
0.1,0.53,76662,2291.28,-1527.986936
0.01,0.53,76662,2291.28,2603.131418
0.09,0.53,76708,2286.48,1461.840608
0.1,2.12,76721,2285.12,69.690717
0.1,0,76730,2284.19,-1326.977836
0.03,0,76730,2284.19,1651.78402
0.07,2.12,76747,2282.41,1792.994364
0.1,0.53,76777,2279.29,303.88909
0.1,0,76804,2276.47,-1105.56007
0.05,0,76804,2276.47,668.79736
0.05,1.59,76807,2276.16,2143.735823
0.1,2.65,76819,2274.91,547.708926
0.1,1.59,76840,2272.72,-871.391714
0.07,1.59,76840,2272.72,-342.528486
0.03,3.71,76877,2268.87,2511.099793
0.1,1.06,76899,2266.58,802.603721
0.1,1.59,76912,2265.23,-625.41314
0.09,1.59,76912,2265.23,-1384.014227
0.01,2.12,76934,2262.94,2890.740507
0.1,0.53,76951,2261.17,1067.813524
0.1,1.06,76958,2260.44,-367.209345
0.1,3.18,76970,2259.19,-1816.152057
0.01,3.18,76970,2259.19,2590.805104
0.09,0,77000,2256.07,1373.535112
0.1,2.12,77021,2253.89,-111.315057
0.1,1.06,77053,2250.57,-1601.192752
0.03,1.06,77053,2250.57,1576.338072
0.07,2.65,77045,2251.4,1727.182452
0.1,2.12,77100,2245.68,138.787
0.1,2.65,77089,2246.83,-1364.17692
0.05,2.65,77089,2246.83,529.047161
0.05,2.12,77105,2245.16,2102.456894
0.1,2.12,77127,2242.88,399.898958
0.1,2.65,77165,2238.94,-1113.925148
0.07,2.65,77165,2238.94,-549.902237
0.03,1.59,77165,2238.94,2494.162703
0.1,3.18,77203,2234.99,672.171122
0.1,1.59,77216,2233.64,-851.282979
0.09,1.59,77216,2233.64,-1660.266705
0.01,3.71,77260,2229.08,2899.647322
0.1,4.24,77254,2229.7,955.565231
0.1,0.53,77289,2226.07,-575.703175
0.1,2.12,77288,2226.18,-2121.306914
0.01,2.12,77288,2226.18,2579.518338
0.09,2.65,77310,2223.9,1281.51296
0.1,3.71,77317,2223.17,-302.255763
0.1,3.18,77346,2220.17,-1891.008729
0.03,3.18,77346,2220.17,1498.777753
0.07,1.59,77373,2217.37,1659.311656
0.1,3.71,77402,2214.37,-34.63001
0.1,3.18,77405,2214.06,-1638.024273
0.05,3.18,77405,2214.06,381.586589
0.05,3.71,77420,2212.51,2060.036396
0.1,3.18,77432,2211.26,244.052301
0.1,2.65,77463,2208.06,-1370.608793
0.07,2.65,77463,2208.06,-768.772126
0.03,3.71,77481,2206.19,2478.52704
0.1,3.71,77506,2203.61,535.024894
0.1,2.65,77504,2203.82,-1089.606251
0.09,2.65,77504,2203.82,-1952.303406
0.01,2.65,77531,2201.02,2912.043246
0.1,0,77546,2199.47,838.064624
0.1,1.06,77554,2198.65,-794.532605
0.1,1.06,77583,2195.65,-2443.434957
0.01,1.06,77583,2195.65,2571.125734
0.09,0.53,77596,2194.31,1186.479543
0.1,-0.53,77610,2192.86,-503.082044
0.1,0,77623,2191.52,-2197.618574
0.03,0,77623,2191.52,1418.379454
0.07,0.53,77665,2187.18,1589.846334
0.1,1.59,77684,2185.22,-217.064453
0.1,1.59,77713,2182.22,-1927.433682
0.05,1.59,77713,2182.22,226.754118
0.05,2.12,77712,2182.33,2017.30644
0.1,1.59,77733,2180.16,80.150749
0.1,2.12,77769,2176.45,-1642.13366
0.07,2.12,77769,2176.45,-1000.148437
0.03,0.53,77779,2175.42,2463.654636
0.1,0.53,77792,2174.08,390.654973
0.1,0.53,77787,2174.59,-1342.154656
0.09,0.53,77787,2174.59,-2262.240427
0.01,1.06,77842,2168.92,2926.598722
0.1,2.65,77839,2169.23,714.824848
0.1,2.12,77879,2165.11,-1026.954341
0.1,2.12,77886,2164.39,-2785.569081
0.01,2.12,77886,2164.39,2563.641678
0.09,3.18,77908,2162.12,1086.898316
0.1,4.24,77933,2159.55,-715.168389
0.1,3.18,77950,2157.8,-2522.805296
0.03,3.18,77950,2157.8,1334.476528
0.07,1.59,77985,2154.2,1517.249453
0.1,1.06,77987,2153.99,-410.099273
0.1,1.59,77993,2153.37,-2234.153625
0.05,1.59,77993,2153.37,64.050039
0.05,3.71,78026,2149.98,1974.144595
0.1,2.65,78035,2149.05,-92.135062
0.1,2.12,78052,2147.3,-1929.006942
0.07,2.12,78052,2147.3,-1243.934753
0.03,2.65,78063,2146.17,2451.358973
0.1,3.71,78095,2142.88,240.30104
0.1,1.59,78133,2138.98,-1608.572125
0.09,1.59,78133,2138.98,-2590.335936
0.01,1.06,78120,2140.31,2944.851927
0.1,0.53,78147,2137.54,585.383434
0.1,3.18,78184,2133.74,-1272.240887
0.1,0,78168,2135.38,-3148.199157
0.01,0,78168,2135.38,2558.074229
0.09,0.53,78211,2130.97,982.622526
0.1,4.24,78218,2130.25,-939.160143
0.1,4.77,78247,2127.27,-2867.148121
0.03,4.77,78247,2127.27,1247.619121
0.07,2.12,78263,2125.63,1442.893109
0.1,0.53,78273,2124.61,-612.820119
0.1,2.12,78315,2120.3,-2558.622256
0.05,2.12,78315,2120.3,-107.327951
0.05,3.71,78314,2120.4,1930.360223
0.1,2.12,78342,2117.53,-273.75926
0.1,2.65,78357,2115.99,-2232.990757
0.07,2.65,78357,2115.99,-1502.198379
0.03,1.59,78366,2115.07,2439.462612
0.1,2.12,78394,2112.2,80.978149
0.1,3.18,78412,2110.35,-1890.578273
0.09,3.18,78412,2110.35,-2937.476586
0.01,4.77,78446,2106.87,2966.95972
0.1,1.06,78460,2105.44,449.903027
0.1,4.24,78484,2102.98,-1531.2859
0.1,1.59,78487,2102.67,-3532.41766
0.01,1.59,78487,2102.67,2554.351486
0.09,0.53,78508,2100.53,873.905865
0.1,1.59,78535,2097.76,-1176.357757
0.1,2.65,78543,2096.94,-3232.796075
0.03,2.65,78543,2096.94,1156.346995
0.07,3.71,78562,2095,1365.094321
0.1,2.65,78592,2091.93,-827.720403
0.1,2.12,78618,2089.27,-2903.1892
0.05,2.12,78618,2089.27,-288.313248
0.05,1.59,78620,2089.07,1885.053097
0.1,4.77,78625,2088.56,-465.248261
0.1,2.12,78658,2085.19,-2555.355462
0.07,2.12,78658,2085.19,-1775.587216
0.03,1.59,78660,2084.98,2428.976815
0.1,1.59,78696,2081.3,-86.679061
0.1,2.12,78709,2079.98,-2189.654238
0.09,2.12,78709,2079.98,-3306.260626
0.01,4.24,78743,2076.5,2991.987093
0.1,4.24,78761,2074.67,307.591474
0.1,3.71,78779,2072.83,-1805.839438
0.1,1.06,78788,2071.91,-3940.168106
0.01,1.06,78788,2071.91,2552.38129
0.09,1.59,78803,2070.38,760.25961
0.1,3.18,78809,2069.77,-1426.278744
0.1,2.12,78865,2064.06,-3620.100413
0.03,2.12,78865,2064.06,1061.524398
0.07,2.65,78859,2064.67,1284.211853
0.1,3.18,78873,2063.24,-1054.339469
0.1,3.18,78886,2061.91,-3267.69984
0.05,3.18,78886,2061.91,-478.007637
0.05,4.24,78935,2056.92,1840.323698
0.1,4.77,78929,2057.53,-666.858244
0.1,2.65,78950,2055.39,-2896.020228
0.07,2.65,78950,2055.39,-2064.200624
0.03,0.53,78962,2054.17,2420.560246
0.1,1.06,78993,2051.01,-262.71838
0.1,1.59,78999,2050.4,-2505.78906
0.09,1.59,78999,2050.4,-3696.709929
0.01,2.12,79015,2048.77,3021.537613
0.1,1.06,79041,2046.12,158.230967
0.1,2.12,79072,2042.97,-2096.009925
0.1,3.18,79084,2041.75,-4372.265229
0.01,3.18,79084,2041.75,2553.254437
0.09,0.53,79087,2041.44,641.69662
0.1,2.65,79151,2034.93,-1691.016937
0.1,2.65,79137,2036.36,-4030.645062
0.03,2.65,79137,2036.36,963.466152
0.07,2.12,79167,2033.31,1200.846901
0.1,2.65,79191,2030.87,-1293.776814
0.1,1.59,79168,2033.21,-3654.602176
0.05,1.59,79168,2033.21,-678.757018
0.05,0,79223,2027.62,1793.912689
0.1,1.06,79213,2028.63,-880.321049
0.1,2.12,79252,2024.67,-3257.993159
0.07,2.12,79252,2024.67,-2370.733136
0.03,1.59,79275,2022.34,2413.173505
0.1,0,79289,2020.91,-449.068529
0.1,1.06,79297,2020.1,-2841.48002
0.09,1.06,79297,2020.1,-4111.783656
0.01,3.18,79328,2016.96,3054.523235
0.1,1.59,79330,2016.75,0.503104
0.1,-0.53,79369,2012.8,-2404.147302
0.1,3.71,79394,2010.26,-4831.930048
0.01,3.71,79394,2010.26,2555.248204
0.09,1.59,79410,2008.64,516.289207
0.1,2.12,79408,2008.84,-1971.490966
0.1,2.65,79439,2005.7,-4466.93445
0.03,2.65,79439,2005.7,860.142878
0.07,2.65,79461,2003.47,1113.612654
0.1,1.59,79477,2001.85,-1547.251672
0.1,3.18,79499,1999.62,-4065.453988
0.05,3.18,79499,1999.62,-891.463706
0.05,3.18,79528,1996.68,1746.49593
0.1,1.06,79523,1997.18,-1106.249319
0.1,-1.06,79540,1995.46,-3642.383508
0.07,-1.06,79540,1995.46,-2695.918798
0.03,0,79575,1991.92,2407.03382
0.1,1.06,79590,1990.4,-645.749289
0.1,2.65,79588,1990.6,-3197.357755
0.09,2.65,79588,1990.6,-4552.041629
0.01,1.59,79619,1987.47,3091.925729
0.1,1.59,79641,1985.24,-165.563127
0.1,0.53,79662,1983.12,-2730.3026
0.1,0.53,79667,1982.61,-5319.922765
0.01,0.53,79667,1982.61,2559.995981
0.09,0.53,79696,1979.68,385.300181
0.1,0.53,79718,1977.45,-2268.520425
0.1,2.12,79741,1975.13,-4930.213664
0.03,2.12,79741,1975.13,751.996306
0.07,1.59,79756,1973.61,1022.457748
0.1,2.12,79783,1970.89,-1815.650363
0.1,3.71,79787,1970.48,-4501.505291
0.05,3.71,79787,1970.48,-1115.647771
0.05,1.59,79813,1967.86,1698.200562
0.1,0.53,79839,1965.23,-1344.742623
0.1,2.12,79845,1964.62,-4049.594988
0.07,2.12,79845,1964.62,-3039.86936
0.03,3.71,79874,1961.7,2403.638904
0.1,2.12,79875,1961.6,-852.516057
0.1,2.65,79898,1959.28,-3574.266661
0.09,2.65,79898,1959.28,-5019.355148
0.01,4.77,79929,1956.15,3134.466196
0.1,3.18,79948,1954.23,-340.234024
0.1,3.18,79979,1951.11,-3075.72547
0.1,3.18,79986,1950.4,-5838.006618
0.01,3.18,79986,1950.4,2567.221479
0.09,2.65,80002,1948.79,247.679793
0.1,1.59,80026,1946.37,-2582.970787
0.1,1.06,80052,1943.75,-5422.251727
0.03,1.06,80052,1943.75,638.655479
0.07,0,80059,1943.04,927.076236
0.1,2.12,80094,1939.52,-2100.077911
0.1,1.59,80096,1939.32,-4965.205481
0.05,1.59,80096,1939.32,-1353.658218
0.05,4.24,80125,1936.4,1648.122816
0.1,1.59,80141,1934.79,-1597.574532
0.1,2.65,80153,1933.58,-4482.540997
0.07,2.65,80153,1933.58,-3405.463877
0.03,1.59,80189,1929.96,2400.617271
0.1,3.18,80203,1928.55,-1072.424393
0.1,4.24,80206,1928.25,-3975.472086
0.09,4.24,80206,1928.25,-5516.633903
0.01,3.18,80234,1925.43,3180.468434
0.1,3.71,80240,1924.83,-525.31416
0.1,2.65,80261,1922.72,-3442.963271
0.1,4.24,80298,1919,-6389.094868
0.01,4.24,80298,1919,2576.310251
0.09,2.12,80309,1917.89,102.205699
0.1,3.18,80324,1916.38,-2916.723122
0.1,1.59,80346,1914.17,-5945.088726
0.03,1.59,80346,1914.17,520.048337
0.07,1.06,80363,1912.47,827.818115
0.1,0,80377,1911.06,-2401.055625
0.1,0,80392,1909.55,-5456.984145
