dt, Acceleration, Pressure, Their Altitude, Our Altitude
0.01,-10.07,61397,4030.33,4007.345385
0.01,-10.6,61373,4033.33,4008.720945
0.01,-10.07,61358,4035.2,4010.251807
0.01,-10.07,61356,4035.45,4011.584248
0.01,-10.07,61336,4037.95,4013.08522
0.01,-10.07,61333,4038.32,4014.440034
0.01,-10.6,61314,4040.7,4015.868234
0.01,-10.07,61280,4044.95,4017.675933
0.01,-10.07,61281,4044.83,4019.219814
0.01,-10.07,61269,4046.33,4020.795838
0,-10.07,61269,4046.33,4021.992682
0.01,-10.07,61289,4043.82,4023.016305
0.01,-10.07,61255,4048.08,4024.379495
0.01,-10.07,61240,4049.95,4025.801613
0.01,-10.07,61215,4053.08,4027.403605
0.01,-10.07,61231,4051.08,4028.622123
0.01,-10.6,61222,4052.21,4029.78625
0.01,-10.07,61192,4055.96,4031.319967
0.01,-10.07,61184,4056.97,4032.736842
0.01,-10.07,61151,4061.1,4034.480439
0.01,-10.07,61136,4062.98,4036.205368
0.01,-10.07,61141,4062.35,4037.69544
0.01,-10.07,61133,4063.36,4039.127018
0.01,-10.07,61117,4065.36,4040.625949
0.01,-10.07,61120,4064.98,4041.922962
0.01,-10.07,61096,4067.99,4043.410114
0.01,-10.07,61088,4069,4044.840409
0.01,-10.07,61075,4070.63,4046.297738
0.01,-10.07,61065,4071.88,4047.731324
0.01,-10.07,61069,4071.38,4048.964329
0.01,-10.07,61051,4073.64,4050.312147
0.01,-10.07,61033,4075.9,4051.75637
0.01,-10.07,61021,4077.4,4053.208235
0.01,-10.07,61014,4078.28,4054.600188
0.01,-10.07,60988,4081.54,4056.192569
0.01,-10.07,60985,4081.92,4057.651213
0.01,-10.07,60980,4082.55,4059.026894
0.01,-10.07,60966,4084.31,4060.443895
0.01,-10.07,60962,4084.81,4061.766018
0.01,-10.07,60917,4090.46,4063.549598
0.01,-10.07,60931,4088.7,4064.946206
0.01,-10.07,60903,4092.22,4066.578586
0.01,-10.07,60912,4091.09,4067.907063
0,-10.07,60912,4091.09,4068.928045
0.01,-10.07,60907,4091.72,4070.097351
0.01,-10.07,60873,4096,4071.59825
0.01,-10.07,60863,4097.25,4073.069519
0.01,-10.07,60864,4097.13,4074.374946
0.01,-10.07,60852,4098.64,4075.706039
0.01,-10.07,60821,4102.54,4077.310076
0.01,-10.07,60810,4103.92,4078.884949
0.01,-10.07,60805,4104.55,4080.360554
0.01,-10.07,60778,4107.95,4082.038938
0.01,-10.07,60780,4107.7,4083.506851
0.01,-10.07,60773,4108.58,4084.917825
0.01,-10.07,60758,4110.47,4086.378425
0.01,-10.07,60745,4112.11,4087.858552
0.01,-10.07,60728,4114.25,4089.40775
0.01,-10.07,60734,4113.49,4090.711725
0.01,-10.07,60740,4112.74,4091.805666
0.01,-10.07,60696,4118.28,4093.377203
0.01,-10.07,60720,4115.26,4094.454621
0.01,-10.07,60676,4120.8,4096.022644
0.01,-10.07,60657,4123.2,4097.661896
0.01,-10.07,60675,4120.93,4098.892953
0.01,-10.07,60640,4125.34,4100.465632
0.01,-10.07,60645,4124.71,4101.798123
0.01,-10.07,60628,4126.86,4103.225781
0.01,-10.07,60596,4130.89,4104.923958
0.01,-10.07,60595,4131.02,4106.451239
0.01,-10.07,60583,4132.54,4107.978738
0.01,-10.07,60584,4132.41,4109.32893
0.01,-10.07,60593,4131.27,4110.422719
0.01,-9.54,60556,4135.94,4111.959479
0.01,-10.07,60551,4136.58,4113.299433
0.01,-9.54,60540,4137.97,4114.767713
0,-9.54,60540,4137.97,4115.828912
0.01,-10.07,60536,4138.47,4117.011657
0.01,-10.07,60491,4144.16,4118.674787
0.01,-9.54,60514,4141.25,4119.901565
0.01,-9.54,60490,4144.28,4121.297989
0.01,-9.54,60498,4143.27,4122.453565
0.01,-10.07,60473,4146.43,4123.764667
0.01,-10.07,60455,4148.71,4125.215801
0.01,-10.07,60453,4148.96,4126.516608
0.01,-10.07,60436,4151.11,4127.926551
0.01,-9.54,60430,4151.87,4129.313412
0.01,-10.07,60417,4153.52,4130.643541
0.01,-10.07,60414,4153.89,4131.92846
0.01,-9.54,60400,4155.67,4133.292777
0.01,-10.07,60384,4157.69,4134.653959
0.01,-10.07,60360,4160.73,4136.239094
0.01,-10.07,60361,4160.6,4137.60963
0.01,-9.54,60346,4162.5,4139.116145
0.01,-10.07,60345,4162.63,4140.367678
0.01,-10.07,60326,4165.04,4141.814545
0.01,-10.07,60318,4166.05,4143.169914
0.01,-10.07,60302,4168.08,4144.626935
0.01,-9.54,60284,4170.36,4146.207872
0.01,-9.54,60287,4169.98,4147.553305
0.01,-9.54,60260,4173.4,4149.137767
0.01,-9.54,60275,4171.5,4150.336023
0.01,-9.54,60245,4175.3,4151.827855
0.01,-9.54,60231,4177.08,4153.334699
0.01,-9.54,60233,4176.82,4154.661659
0.01,-9.54,60226,4177.71,4155.94161
0.01,-9.54,60216,4178.98,4157.224839
0.01,-9.54,60206,4180.25,4158.507581
0.01,-10.07,60191,4182.15,4159.802156
0,-10.07,60191,4182.15,4160.828832
0.01,-9.54,60150,4187.36,4162.513391
0.01,-9.54,60143,4188.25,4164.073447
0.01,-9.54,60161,4185.96,4165.247664
0.01,-9.54,60129,4190.03,4166.722436
0.01,-9.54,60132,4189.64,4168.000812
0.01,-9.54,60130,4189.9,4169.175627
0.01,-9.54,60104,4193.2,4170.579336
0.01,-9.54,60098,4193.96,4171.91176
0.01,-9.54,60096,4194.22,4173.134632
0.01,-9.54,60071,4197.39,4174.566619
0.01,-10.07,60068,4197.78,4175.827321
0.01,-9.54,60036,4201.84,4177.483443
0.01,-10.07,60047,4200.45,4178.690306
0.01,-9.54,60054,4199.56,4179.818266
0.01,-9.54,60041,4201.21,4180.922821
0.01,-9.54,60006,4205.66,4182.437583
0.01,-9.54,60007,4205.53,4183.738923
0.01,-9.54,60004,4205.92,4184.970799
0.01,-9.54,59975,4209.61,4186.449949
0.01,-9.54,59967,4210.62,4187.884061
0.01,-9.54,59971,4210.11,4189.109274
0.01,-9.54,59961,4211.39,4190.347218
0.01,-9.54,59957,4211.9,4191.507933
0.01,-9.54,59938,4214.32,4192.808563
0.01,-9.54,59943,4213.68,4193.902367
0.01,-9.54,59921,4216.48,4195.187056
0.01,-9.54,59899,4219.28,4196.627469
0.01,-9.54,59889,4220.56,4198.05028
0.01,-9.54,59867,4223.36,4199.617014
0.01,-9.54,59867,4223.36,4201.012855
0.01,-9.54,59844,4226.29,4202.573702
0.01,-9.54,59843,4226.42,4203.975093
0,-9.54,59843,4226.42,4205.069656
0.01,-9.54,59835,4227.44,4206.32798
0.01,-9.54,59842,4226.55,4207.357495
0.01,-9.54,59819,4229.48,4208.600176
0.01,-9.54,59796,4232.42,4210.017021
0.01,-9.54,59807,4231.01,4211.136761
0.01,-9.54,59773,4235.35,4212.604054
0.01,-9.54,59783,4234.08,4213.772752
0.01,-9.54,59783,4234.08,4214.830439
0.01,-9.54,59749,4238.41,4216.236526
0.01,-9.54,59761,4236.88,4217.328845
0.01,-9.54,59714,4242.88,4218.950275
0.01,-9.54,59715,4242.76,4220.370453
0.01,-9.54,59712,4243.14,4221.689725
0.01,-9.54,59706,4243.91,4222.946748
0.01,-10.07,59703,4244.29,4224.060392
0.01,-9.54,59686,4246.46,4225.382677
0.01,-9.54,59675,4247.87,4226.654673
0.01,-9.54,59665,4249.15,4227.965944
0.01,-9.54,59653,4250.68,4229.278025
0.01,-9.54,59641,4252.21,4230.628436
0.01,-9.54,59632,4253.36,4231.948366
0.01,-9.54,59617,4255.28,4233.338005
0.01,-9.54,59620,4254.9,4234.534919
0.01,-9.54,59620,4254.9,4235.614121
0.01,-9.54,59583,4259.63,4237.082149
0.01,-9.54,59581,4259.89,4238.415283
0.01,-9.54,59561,4262.45,4239.882589
0.01,-9.54,59568,4261.55,4241.093309
0.01,-9.54,59558,4262.83,4242.320491
0.01,-9.54,59541,4265.01,4243.645714
0.01,-9.54,59551,4263.73,4244.697548
0.01,-9.54,59526,4266.93,4245.984854
0,-9.54,59526,4266.93,4246.976826
0.01,-9.54,59493,4271.15,4248.48051
0.01,-9.54,59486,4272.05,4249.904046
0.01,-9.54,59477,4273.2,4251.306116
0.01,-9.54,59475,4273.46,4252.580774
0.01,-9.54,59468,4274.36,4253.821689
0.01,-9.54,59459,4275.51,4255.052582
0.01,-9.01,59460,4275.38,4256.200507
0.01,-9.54,59455,4276.02,4257.206052
0.01,-9.54,59435,4278.59,4258.440922
0.01,-9.54,59428,4279.49,4259.602702
0.01,-9.54,59409,4281.92,4260.927106
0.01,-9.54,59388,4284.62,4262.378168
0.01,-9.54,59381,4285.51,4263.777277
0.01,-9.54,59382,4285.39,4265.008922
0.01,-9.54,59384,4285.13,4266.090627
0.01,-9.54,59359,4288.34,4267.400195
0.01,-9.54,59322,4293.09,4269.07023
0.01,-9.54,59332,4291.8,4270.418099
0.01,-9.54,59339,4290.91,4271.53524
0.01,-9.54,59329,4292.19,4272.673105
0.01,-9.54,59331,4291.93,4273.667607
0.01,-9.01,59313,4294.24,4274.865985
0.01,-9.54,59309,4294.76,4275.897683
0.01,-9.54,59275,4299.13,4277.348333
0.01,-9.54,59274,4299.25,4278.612942
0.01,-9.54,59272,4299.51,4279.801515
0.01,-9.01,59243,4303.24,4281.300028
0.01,-9.54,59234,4304.4,4282.672076
0.01,-9.01,59251,4302.21,4283.779223
0.01,-9.01,59206,4308,4285.318272
0.01,-9.54,59233,4304.52,4286.300338
0.01,-9.54,59208,4307.74,4287.546931
0,-9.54,59208,4307.74,4288.496348
0.01,-9.54,59200,4308.77,4289.626416
0.01,-9.01,59193,4309.67,4290.779864
0.01,-9.54,59188,4310.31,4291.797012
0.01,-9.54,59181,4311.21,4292.861483
0.01,-9.54,59157,4314.3,4294.110027
0.01,-9.54,59136,4317,4295.530859
0.01,-9.54,59133,4317.39,4296.826363
0.01,-9.54,59133,4317.39,4297.995146
0.01,-9.54,59105,4320.99,4299.418961
0.01,-9.01,59103,4321.25,4300.772829
0.01,-9.54,59106,4320.87,4301.850869
0.01,-9.54,59080,4324.22,4303.232309
0.01,-9.54,59084,4323.7,4304.370919
0.01,-9.54,59064,4326.28,4305.692694
0.01,-9.01,59070,4325.5,4306.829444
0.01,-9.01,59033,4330.27,4308.331409
0.01,-9.01,59055,4327.44,4309.37802
0.01,-9.54,59042,4329.11,4310.440461
0.01,-9.01,59034,4330.14,4311.594363
0.01,-9.01,59013,4332.85,4312.85697
0.01,-9.54,59011,4333.11,4313.989921
0.01,-9.54,58993,4335.43,4315.267727
0.01,-9.54,58993,4335.43,4316.398515
0.01,-9.01,58967,4338.79,4317.833104
0.01,-9.01,58964,4339.17,4319.108048
0.01,-9.54,58952,4340.72,4320.384612
0.01,-9.54,58944,4341.75,4321.652208
0.01,-9.01,58949,4341.11,4322.764865
0.01,-9.01,58930,4343.56,4323.994736
0.01,-9.01,58915,4345.5,4325.314151
0.01,-9.01,58915,4345.5,4326.482606
0.01,-9.01,58904,4346.92,4327.687606
0,-9.01,58904,4346.92,4328.617305
0.01,-9.01,58883,4349.63,4329.892912
0.01,-9.54,58893,4348.34,4330.830033
0.01,-9.01,58882,4349.76,4331.927728
0.01,-9.54,58871,4351.18,4332.939682
0.01,-9.01,58860,4352.6,4334.13319
0.01,-9.01,58855,4353.25,4335.184921
0.01,-9.01,58845,4354.54,4336.319376
0.01,-9.01,58831,4356.35,4337.492645
0.01,-9.01,58801,4360.23,4338.972709
0.01,-9.01,58815,4358.42,4340.083725
0.01,-9.54,58788,4361.91,4341.407015
0.01,-9.01,58811,4358.94,4342.354927
0.01,-9.01,58773,4363.85,4343.683182
0.01,-9.01,58781,4362.82,4344.781287
0.01,-9.54,58770,4364.24,4345.849645
0.01,-9.01,58736,4368.64,4347.371408
0.01,-9.01,58739,4368.25,4348.618616
0.01,-9.01,58732,4369.16,4349.874366
0.01,-9.01,58716,4371.23,4351.187835
0.01,-9.01,58707,4372.4,4352.500035
0.01,-9.01,58706,4372.52,4353.67589
0.01,-9.01,58691,4374.47,4354.9416
0.01,-9.01,58685,4375.24,4356.148796
0.01,-9.01,58677,4376.28,4357.342943
0.01,-9.01,58674,4376.67,4358.450081
0.01,-9.01,58661,4378.35,4359.62328
0.01,-9.01,58656,4379,4360.739338
0.01,-9.01,58643,4380.69,4361.919942
0.01,-9.01,58614,4384.45,4363.370941
0.01,-9.01,58628,4382.63,4364.470473
0.01,-9.01,58624,4383.15,4365.517629
0.01,-9.01,58614,4384.45,4366.591285
0,-9.01,58614,4384.45,4367.41844
0.01,-9.01,58586,4388.08,4368.690098
0.01,-9.01,58583,4388.47,4369.859012
0.01,-9.01,58570,4390.15,4371.089995
0.01,-9.01,58576,4389.38,4372.103644
0.01,-9.01,58565,4390.8,4373.170926
0.01,-9.01,58549,4392.88,4374.342872
0.01,-9.01,58550,4392.75,4375.379432
0.01,-9.01,58548,4393.01,4376.338489
0.01,-9.01,58529,4395.47,4377.461715
0.01,-9.01,58517,4397.03,4378.629688
0.01,-9.01,58491,4400.41,4380.032166
0.01,-9.01,58481,4401.71,4381.415757
0.01,-9.01,58498,4399.5,4382.419539
0.01,-9.01,58480,4401.84,4383.571771
0.01,-9.01,58475,4402.49,4384.667459
0.01,-9.01,58469,4403.27,4385.735357
0.01,-9.01,58448,4406,4386.979247
0.01,-9.01,58456,4404.96,4387.979857
0.01,-9.01,58447,4406.13,4389.006497
0.01,-9.01,58427,4408.73,4390.199303
0.01,-9.01,58424,4409.12,4391.306867
0.01,-9.01,58401,4412.11,4392.616246
0.01,-9.01,58395,4412.89,4393.863633
0.01,-9.01,58387,4413.93,4395.091328
0.01,-9.01,58364,4416.92,4396.502761
0.01,-9.01,58386,4414.06,4397.457487
0.01,-9.01,58365,4416.79,4398.611937
0.01,-9.01,58344,4419.52,4399.926162
0.01,-9.01,58343,4419.65,4401.115349
0.01,-9.01,58353,4418.35,4402.042269
0.01,-9.01,58348,4419,4402.948785
0.01,-9.01,58315,4423.3,4404.216518
0,-9.01,58315,4423.3,4405.213508
0.01,-9.01,58310,4423.95,4406.316079
0.01,-9.01,58304,4424.73,4407.380526
0.01,-9.01,58287,4426.94,4408.572651
0.01,-9.01,58275,4428.51,4409.799339
0.01,-9.01,58296,4425.77,4410.609311
0.01,-9.01,58267,4429.55,4411.744263
0.01,-9.01,58262,4430.2,4412.821507
0.01,-9.01,58265,4429.81,4413.751202
0.01,-9.01,58242,4432.81,4414.902576
0.01,-9.01,58231,4434.24,4416.081662
0.01,-9.01,58228,4434.63,4417.178521
0.01,-9.01,58218,4435.94,4418.299126
0.01,-9.01,58218,4435.94,4419.301801
0.01,-9.01,58183,4440.5,4420.685521
0.01,-9.01,58179,4441.02,4421.967289
0.01,-9.01,58181,4440.76,4423.089672
0.01,-9.01,58180,4440.89,4424.107206
0.01,-9.01,58163,4443.11,4425.256533
0.01,-9.01,58165,4442.85,4426.254197
0.01,-9.01,58151,4444.68,4427.346791
0.01,-9.01,58153,4444.41,4428.29409
0.01,-9.01,58115,4449.37,4429.673411
0.01,-9.01,58121,4448.59,4430.811354
0.01,-9.01,58122,4448.46,4431.824886
0.01,-9.01,58111,4449.9,4432.882245
0.01,-9.01,58104,4450.81,4433.928128
0.01,-9.01,58089,4452.77,4435.071714
0.01,-9.01,58089,4452.77,4436.094033
0.01,-9.01,58070,4455.25,4437.275248
0.01,-9.01,58065,4455.91,4438.396573
0.01,-9.01,58069,4455.38,4439.348242
0.01,-9.01,58045,4458.52,4440.534855
0,-9.01,58045,4458.52,4441.467741
0.01,-9.01,58045,4458.52,4442.43702
0.01,-9.01,58029,4460.61,4443.523785
0.01,-9.01,58035,4459.83,4444.415333
0.01,-9.01,58023,4461.39,4445.385457
0.01,-9.01,58007,4463.49,4446.47482
0.01,-9.01,57986,4466.23,4447.73975
0.01,-9.01,57997,4464.79,4448.714583
0.01,-8.48,57988,4465.97,4449.776357
0.01,-9.01,57977,4467.41,4450.782142
0.01,-9.01,57959,4469.77,4451.993186
0.01,-9.01,57947,4471.34,4453.200728
0.01,-9.01,57944,4471.73,4454.34537
0.01,-9.01,57954,4470.42,4455.216958
0.01,-9.01,57924,4474.35,4456.428559
0.01,-9.01,57918,4475.13,4457.581117
0.01,-9.01,57909,4476.31,4458.744558
0.01,-9.01,57915,4475.52,4459.696435
0.01,-9.01,57905,4476.83,4460.695928
0.01,-8.48,57920,4474.87,4461.437591
0.01,-8.48,57875,4480.76,4462.700992
0.01,-8.48,57870,4481.42,4463.906942
0.01,-9.01,57865,4482.07,4464.990472
0.01,-9.01,57866,4481.94,4465.986957
0.01,-9.01,57858,4482.99,4466.968107
0.01,-8.48,57843,4484.96,4468.127242
0.01,-9.01,57827,4487.05,4469.280635
0.01,-8.48,57841,4485.22,4470.238741
0.01,-8.48,57804,4490.07,4471.538689
0.01,-8.48,57806,4489.81,4472.708559
0.01,-8.48,57778,4493.48,4474.118999
0.01,-9.01,57804,4490.07,4474.967928
0.01,-9.01,57786,4492.43,4476.018979
0,-9.01,57786,4492.43,4476.816225
0.01,-9.01,57763,4495.45,4477.992608
0.01,-9.01,57774,4494,4478.87411
0.01,-8.48,57751,4497.02,4480.05736
0.01,-8.48,57748,4497.42,4481.106789
0.01,-9.01,57742,4498.2,4482.104246
0.01,-8.48,57734,4499.25,4483.182904
0.01,-8.48,57738,4498.73,4484.046066
0.01,-9.01,57721,4500.96,4485.032691
0.01,-9.01,57720,4501.09,4485.945681
0.01,-9.01,57709,4502.54,4486.911044
0.01,-9.01,57679,4506.48,4488.196925
0.01,-9.01,57687,4505.43,4489.225817
0.01,-9.01,57664,4508.45,4490.474442
0.01,-8.48,57673,4507.26,4491.512598
0.01,-8.48,57661,4508.84,4492.581084
0.01,-9.01,57656,4509.5,4493.56582
0.01,-8.48,57645,4510.94,4494.684789
0.01,-8.48,57639,4511.73,4495.714778
0.01,-8.48,57620,4514.23,4496.93437
0.01,-8.48,57616,4514.76,4498.054479
0.01,-8.48,57599,4516.99,4499.307184
0.01,-8.48,57616,4514.76,4500.176914
0.01,-8.48,57607,4515.94,4501.09642
0.01,-9.01,57586,4518.7,4502.148201
0.01,-8.48,57580,4519.49,4503.268546
0.01,-8.48,57568,4521.07,4504.376656
0.01,-8.48,57556,4522.65,4505.57048
0.01,-8.48,57553,4523.04,4506.653969
0.01,-9.01,57570,4520.81,4507.346384
0.01,-8.48,57537,4525.15,4508.519711
0.01,-8.48,57528,4526.33,4509.63124
0.01,-8.48,57518,4527.65,4510.801832
0,-8.48,57518,4527.65,4511.708071
0.01,-8.48,57522,4527.12,4512.60019
0.01,-8.48,57509,4528.84,4513.570808
0.01,-8.48,57509,4528.84,4514.446844
0.01,-8.48,57508,4528.97,4515.245844
0.01,-8.48,57489,4531.47,4516.232206
0.01,-8.48,57490,4531.34,4517.097861
0.01,-8.48,57484,4532.13,4517.963662
0.01,-8.48,57460,4535.29,4519.072781
0.01,-8.48,57447,4537,4520.242653
0.01,-8.48,57435,4538.58,4521.453966
0.01,-8.48,57451,4536.48,4522.311217
0.01,-8.48,57428,4539.51,4523.40731
0.01,-8.48,57431,4539.11,4524.338437
0.01,-8.48,57434,4538.72,4525.13859
0.01,-8.48,57424,4540.03,4525.996247
0.01,-8.48,57404,4542.67,4527.045867
0.01,-8.48,57417,4540.96,4527.800834
0.01,-8.48,57391,4544.39,4528.849667
0.01,-8.48,57387,4544.91,4529.835462
0.01,-8.48,57387,4544.91,4530.724137
0.01,-8.48,57367,4547.55,4531.79827
0.01,-8.48,57378,4546.1,4532.603969
0.01,-8.48,57360,4548.48,4533.584469
0.01,-8.48,57335,4551.78,4534.805336
0.01,-8.48,57344,4550.59,4535.768302
0.01,-8.48,57338,4551.38,4536.718492
0.01,-8.48,57328,4552.7,4537.707269
0.01,-8.48,57303,4556,4538.94164
0.01,-8.48,57302,4556.13,4540.051837
0.01,-8.48,57299,4556.53,4541.089509
0.01,-8.48,57301,4556.26,4541.988334
0.01,-8.48,57286,4558.25,4543.00702
0,-8.48,57286,4558.25,4543.808186
0.01,-8.48,57287,4558.11,4544.627799
0.01,-8.48,57269,4560.49,4545.612454
0.01,-8.48,57278,4559.3,4546.368487
0.01,-8.48,57248,4563.27,4547.471695
0.01,-8.48,57221,4566.84,4548.826451
0.01,-8.48,57211,4568.16,4550.172043
0.01,-8.48,57225,4566.31,4551.173931
0.01,-8.48,57224,4566.44,4552.089842
0.01,-8.48,57221,4566.84,4552.951411
0.01,-8.48,57206,4568.82,4553.936631
0.01,-8.48,57194,4570.41,4554.983271
0.01,-8.48,57203,4569.22,4555.794532
0.01,-8.48,57190,4570.94,4556.708686
0.01,-8.48,57168,4573.85,4557.832454
0.01,-8.48,57172,4573.32,4558.778858
0.01,-8.48,57173,4573.18,4559.616221
0.01,-8.48,57144,4577.02,4560.773385
0.01,-8.48,57149,4576.36,4561.731682
0.01,-8.48,57129,4579.01,4562.874964
0.01,-8.48,57145,4576.89,4563.665842
0.01,-8.48,57147,4576.63,4564.35869
0.01,-8.48,57112,4581.26,4565.469753
0.01,-8.48,57114,4580.99,4566.430247
0.01,-8.48,57104,4582.32,4567.434588
0.01,-8.48,57096,4583.38,4568.441716
0.01,-8.48,57093,4583.78,4569.386684
0.01,-8.48,57075,4586.16,4570.4846
0.01,-8.48,57070,4586.82,4571.532972
0.01,-8.48,57075,4586.16,4572.402177
0.01,-8.48,57069,4586.96,4573.267837
0.01,-8.48,57059,4588.28,4574.184099
0.01,-8.48,57045,4590.14,4575.201094
0,-8.48,57045,4590.14,4576.007748
0.01,-8.48,57040,4590.8,4576.908644
0.01,-8.48,57019,4593.58,4578.00669
0.01,-8.48,57027,4592.52,4578.874608
0.01,-8.48,57027,4592.52,4579.657384
0.01,-8.48,57033,4591.73,4580.277023
0.01,-8.48,57002,4595.84,4581.275398
0.01,-8.48,56986,4597.96,4582.385068
0.01,-8.48,56994,4596.9,4583.266357
0.01,-8.48,56965,4600.75,4584.464377
0.01,-8.48,56976,4599.29,4585.372626
0.01,-8.48,56973,4599.68,4586.236346
0.01,-8.48,56957,4601.81,4587.231609
0.01,-8.48,56940,4604.06,4588.360465
0.01,-8.48,56955,4602.07,4589.155366
0.01,-8.48,56952,4602.47,4589.918555
0.01,-8.48,56928,4605.66,4590.938549
0.01,-8.48,56917,4607.12,4592.002812
0.01,-8.48,56903,4608.98,4593.149893
0.01,-8.48,56915,4607.38,4594.003415
0.01,-8.48,56898,4609.64,4595.012917
0.01,-8.48,56909,4608.18,4595.756152
0.01,-8.48,56892,4610.44,4596.671158
0.01,-8.48,56874,4612.83,4597.736572
0.01,-8.48,56872,4613.09,4598.718124
0.01,-8.48,56869,4613.49,4599.638312
0.01,-8.48,56859,4614.82,4600.603866
0.01,-8.48,56863,4614.29,4601.410736
0.01,-8.48,56841,4617.21,4602.447504
0.01,-8.48,56844,4616.82,4603.326692
0.01,-8.48,56835,4618.01,4604.246837
0.01,-8.48,56844,4616.82,4604.941074
0.01,-8.48,56808,4621.6,4606.078301
0,-8.48,56808,4621.6,4606.9873
0.01,-8.48,56826,4619.21,4607.653765
0.01,-8.48,56799,4622.8,4608.632821
0.01,-8.48,56799,4622.8,4609.505302
0.01,-8.48,56775,4625.99,4610.628083
0.01,-8.48,56795,4623.33,4611.343093
0.01,-8.48,56774,4626.13,4612.291867
0.01,-8.48,56769,4626.79,4613.202134
0.01,-8.48,56776,4625.86,4613.925436
0.01,-8.48,56756,4628.52,4614.856997
0.01,-8.48,56759,4628.12,4615.646538
0.01,-8.48,56735,4631.32,4616.696734
0.01,-8.48,56733,4631.58,4617.656694
0.01,-8.48,56740,4630.65,4618.422062
0.01,-8.48,56713,4634.25,4619.489654
0.01,-8.48,56703,4635.58,4620.57885
0.01,-8.48,56695,4636.64,4621.665363
0.01,-8.48,56681,4638.51,4622.830289
0.01,-8.48,56699,4636.11,4623.615193
0.01,-8.48,56689,4637.44,4624.46708
0.01,-8.48,56693,4636.91,4625.170753
0.01,-8.48,56668,4640.24,4626.161532
0.01,-8.48,56654,4642.11,4627.236991
0.01,-8.48,56652,4642.37,4628.228009
0.01,-8.48,56652,4642.37,4629.113254
0.01,-8.48,56657,4641.71,4629.8383
0.01,-8.48,56635,4644.64,4630.802
0.01,-8.48,56643,4643.57,4631.547353
0.01,-8.48,56638,4644.24,4632.294228
0.01,-8.48,56611,4647.84,4633.342745
0.01,-8.48,56623,4646.24,4634.107774
0.01,-8.48,56615,4647.31,4634.91376
0.01,-8.48,56572,4653.04,4636.23881
0,-8.48,56572,4653.04,4637.321812
0.01,-8.48,56590,4650.64,4638.130748
0.01,-8.48,56589,4650.77,4638.871507
0.01,-7.95,56589,4650.77,4639.595942
0.01,-8.48,56572,4653.04,4640.394833
0.01,-8.48,56568,4653.58,4641.224509
0.01,-8.48,56547,4656.38,4642.230017
0.01,-7.95,56544,4656.78,4643.245939
0.01,-8.48,56547,4656.38,4644.006916
0.01,-8.48,56529,4658.78,4645.012214
0.01,-8.48,56526,4659.18,4645.907733
0.01,-8.48,56511,4661.19,4646.950068
0.01,-8.48,56512,4661.05,4647.846578
0.01,-8.48,56519,4660.12,4648.565107
0.01,-8.48,56494,4663.46,4649.558361
0.01,-8.48,56499,4662.79,4650.375208
0.01,-7.95,56514,4660.79,4650.95637
0.01,-8.48,56490,4663.99,4651.730668
0.01,-7.95,56506,4661.85,4652.310583
0.01,-8.48,56487,4664.39,4652.981868
0.01,-7.95,56480,4665.33,4653.816302
0.01,-8.48,56465,4667.33,4654.636037
0.01,-8.48,56449,4669.47,4655.682833
0.01,-8.48,56440,4670.67,4656.687841
0.01,-8.48,56457,4668.4,4657.380299
0.01,-8.48,56440,4670.67,4658.22718
0.01,-7.95,56415,4674.02,4659.403693
0.01,-8.48,56418,4673.62,4660.306511
0.01,-8.48,56406,4675.22,4661.35037
0.01,-8.48,56411,4674.55,4662.168457
0.01,-8.48,56395,4676.69,4663.157555
0.01,-8.48,56403,4675.62,4663.907691
0.01,-7.95,56386,4677.9,4664.894754
0,-7.95,56386,4677.9,4665.64402
0.01,-8.48,56397,4676.42,4666.221235
0.01,-7.95,56376,4679.23,4667.115096
0.01,-7.95,56371,4679.9,4667.93458
0.01,-8.48,56374,4679.5,4668.601756
0.01,-7.95,56373,4679.64,4669.292077
0.01,-8.48,56346,4683.25,4670.191399
0.01,-7.95,56358,4681.64,4670.943921
0.01,-7.95,56337,4684.45,4671.845916
0.01,-7.95,56354,4682.18,4672.452952
0.01,-7.95,56320,4686.73,4673.46068
0.01,-8.48,56329,4685.53,4674.182504
0.01,-7.95,56315,4687.4,4675.121323
0.01,-8.48,56330,4685.39,4675.631403
0.01,-7.95,56310,4688.07,4676.512576
0.01,-7.95,56294,4690.21,4677.438447
0.01,-8.48,56313,4687.67,4677.993551
0.01,-8.48,56265,4694.1,4679.183114
0.01,-7.95,56282,4691.82,4680.043945
0.01,-7.95,56260,4694.77,4681.103135
0.01,-7.95,56257,4695.17,4682.099824
0.01,-7.95,56269,4693.56,4682.813583
0.01,-8.48,56264,4694.23,4683.476539
0.01,-7.95,56245,4696.78,4684.430977
0.01,-7.95,56232,4698.52,4685.408335
0.01,-7.95,56249,4696.24,4686.075449
0.01,-8.48,56223,4699.73,4686.969841
0.01,-7.95,56204,4702.28,4688.138035
0.01,-7.95,56219,4700.27,4688.899675
0.01,-7.95,56201,4702.68,4689.883463
0.01,-7.95,56212,4701.21,4690.574366
0.01,-7.95,56199,4702.95,4691.403111
0.01,-7.95,56190,4704.16,4692.256326
0,-7.95,56190,4704.16,4692.951402
0.01,-8.48,56164,4707.65,4693.961569
0.01,-7.95,56194,4703.62,4694.528277
0.01,-7.95,56183,4705.1,4695.147551
0.01,-7.95,56176,4706.04,4695.834696
0.01,-7.95,56166,4707.38,4696.575308
