11752855,38.80,-109.94,1372.00,49.00,0.31,10,82,40.20,86761.00,1290.21,-43.91,-31.45,-16.84,10.08,0.55,0.75,0,0,0,0,0,0,0
11752940,38.80,-109.94,1372.00,49.00,0.31,10,82,40.20,86765.00,1287.28,-43.27,-32.73,-21.84,10.12,0.75,0.63,0,0,0,0,0,0,0
11753027,38.80,-109.94,1372.00,51.00,0.31,10,82,40.30,86789.00,1287.56,-43.36,-32.82,-21.33,10.36,0.82,0.98,0,0,0,0,0,0,0
11753201,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86760.00,1289.64,-44.09,-30.82,-16.84,10.36,0.75,0.67,0,0,0,0,0,0,0
11753285,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86773.00,1286.81,-43.18,-32.73,-21.53,10.16,0.75,0.78,0,0,0,0,0,0,0
11753370,38.80,-109.94,1372.00,51.00,0.31,10,82,40.30,86784.00,1287.75,-43.45,-32.82,-21.43,10.32,0.71,0.59,0,0,0,0,0,0,0
11753544,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86757.00,1289.55,-43.91,-31.27,-17.14,10.24,0.67,0.78,0,0,0,0,0,0,0
11753631,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86777.00,1287.09,-43.09,-32.91,-21.33,10.32,0.67,0.86,0,0,0,0,0,0,0
11753716,38.80,-109.94,1372.00,51.00,0.31,10,82,40.30,86799.00,1287.00,-43.09,-32.73,-21.43,10.20,0.67,0.86,0,0,0,0,0,0,0
11753889,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86769.00,1289.26,-43.82,-31.18,-16.63,10.24,0.71,0.78,0,0,0,0,0,0,0
11753974,38.80,-109.94,1372.00,51.00,0.31,10,82,40.20,86777.00,1287.00,-43.45,-32.73,-21.63,10.20,0.63,0.75,0,0,0,0,0,0,0
11754065,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86791.00,1287.19,-43.45,-33.09,-21.22,10.16,0.78,0.71,0,0,0,0,0,0,0
11754238,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86758.00,1290.21,-43.64,-31.64,-16.84,10.20,0.78,0.71,0,0,0,0,0,0,0
11754323,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86766.00,1287.47,-43.73,-31.45,-16.63,10.20,0.78,0.82,0,0,0,0,0,0,0
11754408,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86788.00,1287.28,-43.27,-33.18,-21.22,10.20,0.63,0.78,0,0,0,0,0,0,0
11754584,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86769.00,1289.17,-43.91,-31.18,-16.84,10.20,0.59,0.90,0,0,0,0,0,0,0
11754668,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86772.00,1286.81,-43.27,-32.82,-21.43,10.20,0.71,0.67,0,0,0,0,0,0,0
11754753,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86792.00,1287.75,-43.09,-32.73,-21.22,10.08,0.63,0.59,0,0,0,0,0,0,0
11754926,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86768.00,1289.17,-44.00,-31.18,-16.73,10.20,0.67,0.75,0,0,0,0,0,0,0
11755035,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86788.00,1287.09,-43.09,-33.00,-21.33,10.20,0.71,0.78,0,0,0,0,0,0,0
11755120,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86790.00,1287.28,-42.91,-33.00,-21.33,10.16,0.78,0.71,0,0,0,0,0,0,0
11755294,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86763.00,1290.21,-43.73,-31.18,-16.63,10.20,0.78,0.75,0,0,0,0,0,0,0
11755379,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86774.00,1287.38,-43.36,-32.64,-21.22,10.12,0.75,0.82,0,0,0,0,0,0,0
11755466,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86786.00,1287.66,-43.18,-32.64,-21.63,10.16,0.71,0.78,0,0,0,0,0,0,0
11755639,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86762.00,1290.21,-43.73,-30.91,-16.94,39.38,1.49,1.45,0,0,0,0,0,0,0
11755724,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86774.00,1287.47,-50.73,-23.91,-15.00,58.96,1.37,2.94,0,0,0,0,0,0,0
11755809,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86780.00,1287.94,-55.09,-21.45,-16.73,75.00,0.67,2.08,0,0,0,0,0,0,0
11755985,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86744.00,1291.15,-76.18,-34.91,-16.53,77.28,0.78,3.84,0,0,0,0,0,0,0
11756069,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86741.00,1291.25,-68.00,-37.09,-20.51,76.73,1.57,2.98,0,0,0,0,0,0,0
11756154,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86733.00,1293.80,-67.91,-37.27,-20.00,74.14,1.22,2.67,0,0,0,0,0,0,0
11756328,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86666.00,1300.13,-68.27,-35.91,-14.90,73.43,1.26,2.71,0,0,0,0,0,0,0
11756415,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86637.00,1303.15,-67.36,-37.09,-20.20,73.82,1.26,2.75,0,0,0,0,0,0,0
11756499,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86587.00,1308.07,-67.64,-36.55,-20.71,73.71,1.61,2.94,0,0,0,0,0,0,0
11756673,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86469.00,1319.23,-67.27,-32.45,-19.39,75.43,1.92,2.86,0,0,0,0,0,0,0
11756758,38.80,-109.94,1372.00,52.00,0.31,10,82,40.20,86425.00,1321.88,-66.64,-33.82,-25.20,75.00,2.31,2.75,0,0,0,0,0,0,0
11756845,38.80,-109.94,1372.00,52.00,0.31,10,82,40.30,86389.00,1327.47,-66.36,-33.36,-25.82,75.16,2.67,2.55,0,0,0,0,0,0,0
11757018,38.80,-109.94,1372.10,55.00,0.31,10,82,40.20,86243.00,1341.32,-67.45,-31.64,-20.71,75.98,2.71,2.39,0,0,0,0,0,0,0
11757103,38.80,-109.94,1372.10,55.00,0.31,10,82,40.20,86192.00,1345.49,-67.00,-33.73,-25.20,76.33,2.35,2.35,0,0,0,0,0,0,0
11757188,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,86133.00,1351.28,-67.09,-34.09,-24.29,76.57,2.39,2.75,0,0,0,0,0,0,0
11757364,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,85970.00,1367.92,-66.91,-34.55,-22.14,75.86,2.79,3.33,0,0,0,0,0,0,0
11757448,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,85871.00,1376.87,-67.18,-32.91,-16.43,75.63,3.69,3.18,0,0,0,0,0,0,0
11757533,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,85786.00,1384.20,-66.91,-32.36,-16.12,75.43,3.77,3.41,0,0,0,0,0,0,0
11757707,38.80,-109.94,1372.10,55.00,0.31,10,82,40.20,85601.00,1403.18,-67.00,-33.09,-16.22,73.82,2.94,2.75,0,0,0,0,0,0,0
11757794,38.80,-109.94,1372.10,55.00,0.31,10,82,40.20,85510.00,1412.16,-66.73,-35.09,-20.71,72.77,3.30,3.33,0,0,0,0,0,0,0
11757878,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,85416.00,1421.43,-67.00,-35.64,-20.71,73.24,2.55,3.14,0,0,0,0,0,0,0
11758052,38.80,-109.94,1372.10,55.00,0.31,10,82,40.30,85190.00,1443.36,-67.45,-33.18,-16.63,71.27,3.10,3.41,0,0,0,0,0,0,0
